,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.3201065146608474,0.41424586732668206,0.49739133932070023,0.4765163305856122,0.49459306114540974,0.4274190292902929,0.5198729451861418,0.5874324266452667,0.2710516105392929,0.6194333521791403,0.5697933989060573,0.5385937033524889,0.3471878202430498,0.5205906801533785,0.5488846240411812,0.563003997614342,0.2876359615055863,0.3861498181539908,0.6819531026719674,0.22554275560308007,0.6059481814709801,0.4091561439994819,0.389682373885113,0.36813899060650873,0.5855984033892995,0.279399379619685,0.4735236173929434,0.42779655918043785,0.5292677984383019,0.5161848550092001,0.3736586892395009,0.43633861105994803,0.2864505963943039,0.5475182199008446,0.30882710384619316,0.38456822367792115
FUE_2,0.2932688812450072,0.3874707741573681,0.4708912579996322,0.4499041973036772,0.46807533741215074,0.4006647670246064,0.4935532316021622,0.5624420673169473,0.2442059721488641,0.5959790235095223,0.5442816427811241,0.5124936044455228,0.32035887626545523,0.49427805428412785,0.5229421164006193,0.5373334773145936,0.2607922725551417,0.35934406394535434,0.6666236921947626,0.19869401626128982,0.5817301599872705,0.3823742611230844,0.3628796619902545,0.3413204557606463,0.5605453685388445,0.2525546483590327,0.44689867410640455,0.4010429715207826,0.5030487673225512,0.4898301725954371,0.346843631975432,0.4096016098894082,0.2596067475517229,0.521553005258015,0.28198694781233186,0.3577611701026988
FUE_3,0.29273105300897917,0.3868453562915246,0.4698811538700039,0.4490507377980779,0.46708988823465836,0.400010183750184,0.49229124865800566,0.5593337255463677,0.24367935804847293,0.590758592520828,0.5418953895884305,0.5109253805602831,0.31980887577969397,0.493006180281618,0.5211544393465155,0.5351676296316374,0.26026292743148194,0.3587615828165941,0.6505706730797355,0.19817174644843819,0.5775570365294587,0.3817583505109242,0.3622929200699987,0.3407558750867999,0.5575236863718233,0.25202676343109287,0.44606313070743797,0.40038744380313673,0.5016463275512044,0.48861699686439386,0.3462741804625276,0.40892286268764444,0.2590776264238111,0.5197969333922762,0.2814526534300682,0.35718050877916896
FUE_4,0.3814999036200164,0.475639249037914,0.5587846892588,0.5379096934501119,0.5559864131169869,0.4888124085892304,0.5812662743726928,0.6488256049905888,0.3324450004267787,0.6808263607581078,0.6311866359753315,0.5999870073647394,0.40858120819468097,0.581984008525882,0.6102779100513296,0.6243972526769389,0.3490293511669879,0.44754320341756243,0.7433452887844972,0.28693614585021204,0.6673412738565865,0.47054952649718607,0.45107575879611755,0.429532377351416,0.6469915887639399,0.34079276940196634,0.5349169817369105,0.489189938401269,0.5906611160710716,0.5775781882135899,0.4350520755813057,0.4977319883606872,0.34784398607424855,0.6089115085016661,0.3702204930978891,0.4459616090920796
FUE_5,0.4730400905509375,0.5671979801752115,0.6504247881292513,0.6295166744658368,0.647621300817122,0.580377313102241,0.67295958153714,0.7409072490055894,0.4239828126693462,0.7733484018384671,0.7231167673331927,0.6917449329067723,0.5001239725830902,0.6736794040205665,0.7020820911561562,0.7162810440153106,0.44056774173663626,0.5390928449283623,0.8380528444891209,0.37847303812463823,0.7596454639673454,0.5621062451006705,0.5426263023778749,0.5210782289109922,0.7390550743309094,0.43233085075835803,0.6265201735928712,0.5807550428104319,0.6823840704132191,0.6692611893240552,0.5265989584398415,0.5893020070534424,0.4393823292103345,0.700709030571934,0.4617599317167031,0.5375108653192303
FUE_6,0.2629749526642698,0.3571398839293159,0.44039762814998173,0.4194769152721746,0.4375921576210332,0.3703215617565348,0.4629526860655674,0.531049084543511,0.21391677330058453,0.5636606950614635,0.5132003996571829,0.481762684314414,0.29005981321538593,0.4636733044525972,0.4921175103001621,0.5063469196528448,0.23050192190811009,0.3290312967389265,0.6292401098774201,0.16840664953102683,0.5498731979093199,0.35204738449155343,0.33256509673000834,0.3110152416566587,0.5291899225122669,0.22226491354818934,0.4164789735419645,0.3706993673995805,0.47238847801378264,0.4592503666307146,0.3165363627615896,0.37924819855996456,0.22931649137531013,0.49074190495803016,0.25169450974902446,0.32744917082920527
FUE_7,0.428574823735761,0.5227568848707813,0.6060899765237608,0.5851385596236982,0.6032796713168996,0.5359442687154816,0.6286944699041919,0.6971556473847901,0.3795144519278912,0.7301895934790985,0.6791638027290259,0.647564679871837,0.4556620642291666,0.6294170311981814,0.6579627255212847,0.6722667526621411,0.39610013445546766,0.4946398993484788,0.7980119188547392,0.3340034788615921,0.7161920126257021,0.5176625256343356,0.498174532637013,0.47662034366405204,0.6952792708809103,0.3878628406234364,0.5821371081103592,0.5363222591504812,0.6381578633275025,0.6249825650275885,0.4821424172672406,0.5448756338429531,0.3949146601307337,0.6565808920897425,0.4172936899095301,0.49305741754026133
FUE_8,0.32518645531463836,0.41938810309864305,0.5028075056887158,0.4818208861995233,0.4999916546285886,0.4325820142562382,0.5254687671870735,0.5943522814006889,0.27612357757398576,0.6278829253975526,0.5761939594942835,0.544408269797859,0.3522764162933523,0.5261935618382382,0.5548561551323534,0.569246430300273,0.29270987034472873,0.39126151309853574,0.6984910888928698,0.2306116338316057,0.6136372223818127,0.4142916166903941,0.3947970992185324,0.3732379550026139,0.5924558364351711,0.28447225023115713,0.47881541338429656,0.4329602161057378,0.53496390438293,0.5217458464233911,0.3787611175895169,0.44151878939044337,0.29152434596758303,0.5534671343896782,0.313904531763555,0.38967862434878214
FUE_9,0.2663272143469815,0.3604580907137402,0.4435664202993125,0.42270651931465897,0.44077051847645415,0.3736284318458616,0.46602378151641954,0.5334073541899104,0.2172733959662391,0.5652109776747957,0.5158367419473575,0.4847151422778791,0.29340734155754444,0.4667405656275296,0.4949850506520553,0.5090683207236892,0.23385748250692806,0.33236619575759835,0.626784846591982,0.1717649616708986,0.5518231175453289,0.3553692870843839,0.33589833917161294,0.3143571006235053,0.5315815158154304,0.22562104200055155,0.4197155355193276,0.374005870404242,0.4754051408180563,0.4623403846572758,0.3198763278250862,0.3825456771205014,0.23267213908330256,0.4936216698837995,0.2550481456636714,0.33078477738937695
FUE_10,0.2712224782891835,0.3653354840182333,0.4483656078699787,0.42753749723574874,0.44557470465088095,0.3784998798902703,0.47077200968390576,0.5377879386390609,0.22217094960802186,0.5691835357625564,0.5203598766408879,0.4894016748615139,0.29830012061330685,0.47148679664117776,0.4996275484235239,0.5136352802736036,0.23875447849315545,0.3372523463437435,0.6288623117496551,0.1766634024329302,0.5559963497167868,0.3602486189756846,0.34078362048127125,0.3192469038314129,0.5359791251813382,0.23051833614550166,0.4245501542569989,0.37887712597137424,0.4801250367570287,0.4670984721338443,0.3247651370308478,0.3874122014301954,0.2375691808070015,0.49827050039607235,0.2599441311052891,0.33567129926495104
