,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.6078200463022891,0.6276566757834228,0.5959771129023086,0.30739921413243326,0.2924688185572331,0.5697775845570213,0.5507583307949987,0.56134400661504,0.051042762275926176,0.4119345579312675,0.4978640336849167,0.5111235549581041,0.5305849370275839,0.36097888906950537,0.5449522940131301,0.5211328730125883,0.6494368724369043,0.5531404220963891,0.5202709092438973,0.3993228600124475,0.5513053177457793,0.47777510629898995,0.3943553753372378,0.020459254555770252,0.46749170914017657,0.359648537902251,0.5902066495959178,0.6241509767255896,0.40487428868123154,0.5531132899502211,0.6535556441037816,0.6006796985772581,0.6297772941569917,0.37387511233129356,0.3675587960858019,0.5186176430918992
FUE_2,0.6086829578946453,0.6270953630807792,0.5974803194040657,0.3115226529587511,0.29659509296340936,0.5722932066256533,0.5537577870270448,0.5640951730605438,0.05517764259592095,0.41598638707024044,0.5015783862466783,0.5147186985918093,0.5339417876613637,0.36508211324044304,0.5480686537457857,0.5246162624573485,0.6466344668620129,0.5560881600803236,0.5237647660764506,0.4033923140257373,0.5542930989164702,0.4816220000557469,0.39843069825557936,0.024594174674428385,0.4713893821904704,0.3637525502661691,0.5919758441887213,0.6238786066077977,0.4089364985058827,0.556061629924892,0.6502293912362349,0.6019447625745182,0.6290324944511314,0.37796957555599986,0.37165781682079885,0.5221311111066004
FUE_3,0.7669094770045888,0.7869540315053398,0.7549751333530514,0.46603602961204266,0.4511052540568758,0.7286336223179368,0.7095476004074903,0.7201674529102254,0.2096780446873045,0.5705809770801522,0.6565559113236029,0.6698315690090488,0.6893253310451698,0.519618414069743,0.7037255351170155,0.6798560519287243,0.8090747177498666,0.7119367956026121,0.6789926662073076,0.5579669140982488,0.7100961903262779,0.6364490912318986,0.5529986420792542,0.1790945316351036,0.6261588524733174,0.5182879572331203,0.7491670668156304,0.7834056287013448,0.563519314748804,0.711909580723003,0.8132755061903341,0.7597115693250476,0.7891019073679654,0.5325158119910901,0.5261988846513058,0.6773367368148365
FUE_4,0.6733327186655156,0.693699781917009,0.6612576084294585,0.3717682510831845,0.35683690164195564,0.6346986713334805,0.6155109124852478,0.626182800695516,0.11540795081948933,0.47632770646826644,0.5623714030579535,0.5756715050721626,0.5952143746956066,0.42535472804641644,0.6096644721770021,0.5857189776697068,0.7163556603607902,0.6179109167338214,0.58485343558752,0.46371007005706755,0.616061941108222,0.5422375000167927,0.4587406085108745,0.08482442971478268,0.5319369116855027,0.4240241115951411,0.6553918140234227,0.6900848778056284,0.46926393924912924,0.6178835759486346,0.7206866981361171,0.6660460999223684,0.695890176947628,0.43825390035684847,0.43193604991254836,0.5831934678404688
FUE_5,0.589618989397628,0.6105158350562424,0.5773152972352159,0.2869474806424376,0.27201522730885197,0.5504064081110625,0.5310561832784308,0.5418110670937989,0.03058353378645454,0.39152979493909174,0.47768205467199754,0.4910208376148641,0.510641555265125,0.3405404041895699,0.5251709382132871,0.5011047314463226,0.634070065605519,0.5334734102614357,0.5002357714260792,0.3789065266752834,0.5316110968426657,0.457505349169345,0.37393519060899794,0.0,0.44718841907989965,0.33920953628652556,0.5713562220799611,0.6067909894693756,0.38446271022276296,0.5334458688105523,0.6386234586154241,0.5821881325102678,0.6127767163206174,0.35344237194686473,0.3471230671749212,0.49856940365676894
FUE_6,0.7214333977729783,0.7414111596655545,0.709528361846213,0.42070473045701684,0.40577407609399646,0.6832323047486434,0.6641676291410742,0.6747765573789901,0.16434723449082095,0.5252466147002279,0.611207044181556,0.6244775510664674,0.6439609740743418,0.474286250713495,0.6583506855631922,0.6344971923318706,0.7634220838268403,0.6665545540366814,0.6336342606344213,0.5126333061234882,0.6647157067930851,0.5911059342550182,0.507665285245433,0.13376372313921178,0.5808178785338689,0.47295582758066734,0.703732341576046,0.7378764893041028,0.5181853967351709,0.666527365598652,0.7675963613048923,0.7142539488324778,0.7435502662778035,0.48718327396797395,0.4808665415422085,0.6319791815819107
FUE_7,0.776584231781173,0.79646308543163,0.7647226934493627,0.47607102695350145,0.4611405535650261,0.7384942162422522,0.7194613277226528,0.7300539844913525,0.21971426114861647,0.5806083372688693,0.6665471175787862,0.6798099401637406,0.6992779443607885,0.5296512567402951,0.7136520157120804,0.6898223600333522,0.8183121415234903,0.7218448703648902,0.688960105449102,0.5679961550890363,0.7200086421768113,0.6464545286284099,0.5630285091965906,0.18913075233652854,0.6361697311438389,0.5283208839347215,0.7589445692382248,0.7929487251423528,0.573547782779068,0.7218177213169938,0.8224474471868999,0.7694321717360614,0.7985892292922144,0.5425477205392819,0.5362312791594178,0.6873062945985753
FUE_8,0.7550943318065012,0.7748771292638881,0.743275149075175,0.45479160817475345,0.4398613122906349,0.7171126140912943,0.6981107999872751,0.7086875454830169,0.19843555853769518,0.5593244326667148,0.6452419912373231,0.6584972853720994,0.6779501900042775,0.5083705722714954,0.6923089539421315,0.668502632280151,0.7965697455829744,0.700491034450993,0.6676410408099881,0.5467133551154781,0.6986573679218505,0.6251577529762096,0.5417460769721517,0.167852052216493,0.6148761493182004,0.5070402488256447,0.7375144710497199,0.7713824645316395,0.5522645288244649,0.7004639239281371,0.8006675266529623,0.7479689335678035,0.7769907103660996,0.5212664873766731,0.5149503314427186,0.6659884719869515
FUE_9,0.6027246872084256,0.6230273731788297,0.5906775775957518,0.30129710276171395,0.28636586640558304,0.564161772694576,0.5449941472857633,0.5556557416634318,0.04493725873295754,0.4058536990130447,0.49188383576351047,0.5051791139800756,0.524712287396242,0.3548827732621133,0.5391525261109044,0.5152220482052173,0.6455757247223183,0.5473920139289434,0.5143569318756206,0.3932367668904189,0.5455446936596315,0.47175527513148174,0.38826753978013123,0.014353739214960146,0.46145672778726343,0.3535521882651942,0.5848232488946513,0.6194257693816773,0.39879034665168595,0.5473646980449423,0.649880462034897,0.5954557214052107,0.6252092573299691,0.3677815958985981,0.36146392736912597,0.5126977614251786
FUE_10,0.668758020335292,0.687254395083344,0.6575169328359651,0.37139729148146317,0.3564695520923821,0.6322681263413402,0.6137028295665997,0.624055579733219,0.11505155721423309,0.4758655530146146,0.5614788115476389,0.5746266031412868,0.593864595602885,0.4249580303879189,0.6080064388593018,0.5845311642076081,0.7069213918547117,0.6160364085172875,0.5836790130261732,0.46327036619482376,0.6142388654236639,0.5415140910674605,0.45830837947159164,0.0844680867744193,0.5312782749742758,0.4236284175671495,0.6519963563058623,0.6840207747181867,0.4688150085017744,0.6160098410627186,0.710545480828891,0.661995727318112,0.6892021905730182,0.43784604671189475,0.43153399978806295,0.582044130927291
