,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.6586150639238234,0.6887440721771587,0.8087492008186238,0.8265143434704432,0.646405186888255,0.8163184834360095,0.9362478606106446,0.7382729210598834,0.7091284776269029,0.8359381200149286,0.92049961280001,0.8040591114619835,0.844534869288329,0.7074862875639436,0.8418566274513714,0.7322203979515605,0.8615211420178266,0.717663948356452,0.8108644001776667,0.5139724507654961,0.828855700044328,0.7272429072802474,0.9815562903986653,0.8524421323207774,0.7842305005507834,0.7362556097556424,0.895134014595681,0.822297958111102,0.9459864336457195,0.8314405147426929,0.700724333145438,0.797036608496458,0.877955738911287,0.8183344502761624,0.8067770432755144,0.9439091569149695
FUE_2,0.3269810307252209,0.3571262898833432,0.4774085057309023,0.49528745573308114,0.3147666211572382,0.48502204044084,0.6074969573718453,0.4067091816398302,0.3775275746125757,0.5047874179115631,0.5910456371645513,0.472693765883605,0.5134654121973389,0.3758837947947125,0.5107605468972969,0.40064733654827583,0.5306527397634778,0.3860720727413563,0.4795354935098301,0.1823164811251763,0.49764659505862885,0.39566287542021483,0.6564337398131226,0.5214589125482109,0.45278044457199024,0.4046886547159711,0.5648911911990607,0.4910408106386297,0.6177816693397813,0.5002518982151313,0.36911574793423857,0.46563789571972053,0.5473476076179286,0.4870508037822516,0.47542573873561683,0.6155796520208584
FUE_3,0.6778204812792845,0.7079474671698017,0.827918210986556,0.84566928411574,0.6656111684133795,0.8354820192270519,0.9551042294823331,0.7574695951936805,0.7283297727307618,0.855083659427188,0.9394393201334624,0.8232311731458041,0.8636703983809434,0.7266877804140957,0.8609954351301274,0.7514182308809552,0.8806319662788041,0.7368641206762452,0.8300319515558017,0.5331805990353843,0.8480084450770348,0.7464416068285744,1.0,0.8715670531588203,0.8034130597350383,0.7554526835925668,0.9141685806229349,0.841456636620199,0.9647788391083018,0.8505907310280588,0.7199265838780238,0.8162128030654688,0.8970347242025145,0.8374964038988818,0.8259473666229297,0.9627161128231814
FUE_4,0.3093588256462671,0.33950233353460557,0.45975462193471855,0.47762124300849473,0.2971449044462464,0.46736336530302397,0.5895571295296227,0.38907939824842847,0.3599017988151305,0.4871129398461762,0.5731845603754225,0.4550425496793631,0.49578210925700694,0.35825819037998863,0.4930801370221592,0.38301855862217643,0.5129475508313706,0.3684453236704291,0.4618803336545392,0.16469663932215192,0.47997845395612615,0.37803484923075575,0.6380738171803523,0.5037662304326808,0.43513838775269953,0.38705921817623706,0.547117471534613,0.4733778780989614,0.5997800826208292,0.4825815346733625,0.35149080027341867,0.4479902887933945,0.5296139863417064,0.46939074251252294,0.45777300318176467,0.5975922166769708
FUE_5,0.35580040884576536,0.385943341551622,0.5061858042152934,0.5240483794265174,0.34358664804814887,0.5137929751210081,0.6358947688671404,0.4355184926124327,0.4063422092815344,0.5335373645469679,0.6195479012286182,0.5014746075071775,0.5422036392320513,0.4046986571315308,0.5395026159129679,0.429457983171805,0.5593619043049487,0.41488541450066657,0.5083110971305423,0.21113899874632222,0.5264049576604783,0.4244745206487883,0.6842751294381888,0.5501846845005803,0.48157345224641296,0.43349842644230485,0.5935093767014606,0.5198060908315877,0.6460975983532221,0.5290073092151224,0.39793148271668094,0.49442353133010425,0.5760190220949395,0.5158198974502355,0.5042045623276838,0.6439143410119799
FUE_6,0.4160743002101696,0.4461819562903762,0.5658251308529582,0.5834427556065815,0.4038703809631211,0.5733369747857556,0.6901229175479052,0.49563989707667155,0.46654419855510626,0.5927681492858182,0.6752124858203096,0.5611670811486135,0.6012603069162179,0.46490409527063614,0.5986163022652133,0.48959959420149185,0.6179891798024695,0.4750678220462175,0.5679250191655985,0.27146053140665133,0.5857611218567984,0.484631244095252,0.7314354640532033,0.6090569162229832,0.5414488118140695,0.49362680063227055,0.6508139505126944,0.5792655284545895,0.6992257457223493,0.5883194681526963,0.4581501392672369,0.554187997251154,0.634093558035326,0.5753363506340378,0.5638667591921841,0.6972925403836742
FUE_7,0.46530896528594895,0.49542132868627,0.6151440951739393,0.6327940476305882,0.45310373233876294,0.6226685340804429,0.7401290968119817,0.5448948922715124,0.5157884556422722,0.6421409657686604,0.7250416526612294,0.6104790156939713,0.6506559750407791,0.5141478925007628,0.6480044936358743,0.5388518980376237,0.667440949086946,0.5243146896294435,0.6172473417942661,0.3206888352886795,0.6351174463115294,0.5338815345439777,0.7822586111004179,0.658476725502891,0.5907365133174332,0.5428808676049874,0.7004362849965197,0.6286082454253427,0.7493649062649054,0.6376815844420373,0.5073921737917225,0.6034904004523441,0.6836170155642303,0.6246715461410893,0.6131826991425137,0.7474016656555138
FUE_8,0.34092618636925104,0.3710693769285808,0.49131624423828585,0.5091806329949496,0.32871235366321816,0.498924120003791,0.6210671214207466,0.42064538586713307,0.39146851253807624,0.518670833595329,0.6047087417574857,0.4866046550596488,0.5273384057561961,0.38982493515573197,0.5246369571174229,0.4145847284076285,0.5444998873313381,0.40001186104821773,0.4934417248846264,0.19626442828718096,0.5115374948345704,0.4096011552156995,0.6695084975942541,0.5353208296706864,0.4667021520138459,0.41862526863591426,0.5786574196266054,0.504937861952109,0.6312789625557571,0.5141401732247346,0.3830576640472581,0.4795530478228656,0.5611611809892867,0.5009512462321318,0.4893348334184001,0.6290936415659469
FUE_9,0.5200876586380608,0.5502088794228628,0.6700817211864011,0.6877927990700162,0.5078799541761155,0.6776299630676565,0.7963876662510521,0.5997118539862405,0.570585199693606,0.6971804703368369,0.780955591525557,0.6654033627594179,0.7057387933655122,0.5689437709755539,0.7030731348480785,0.5936637914626555,0.7226303128485556,0.579116347721326,0.6721913131446274,0.3754555625781513,0.6901257219462104,0.5886896368577361,0.8401488747482291,0.7136053553676629,0.645615120725844,0.5976960812419568,0.7559514212105435,0.683590773522889,0.8058844275704591,0.6927008244443551,0.5621847345558549,0.6583967506197476,0.7389429622154895,0.6796398499021382,0.6681146116789807,0.8038620934023214
FUE_10,0.40533105555098115,0.4354417712912872,0.5551366658190551,0.572775290492494,0.3931262824107097,0.562656691872483,0.6798799820153439,0.4849098659502835,0.4558071884120033,0.5821146640870433,0.6648549681978605,0.5504740490648182,0.5906216616389419,0.4541667862426405,0.587972801787656,0.4788678139231165,0.6073869581050106,0.4643325085839435,0.557238735862599,0.2607131519661639,0.575096925417355,0.47389815526946677,0.7217197639584634,0.598433946059572,0.5307400347134175,0.4828961662444336,0.6403223922299217,0.5685924934260286,0.6890688094671229,0.5776590335147164,0.44741168455793984,0.5434887726089294,0.6235378618605532,0.5646584298116897,0.5531763293324153,0.6871161863305788
