,MUE_1,MUE_2,MUE_3,MUE_4,MUE_5,MUE_6,MUE_7,MUE_8,MUE_9,MUE_10,MUE_11,MUE_12,MUE_13,MUE_14,MUE_15,MUE_16,MUE_17,MUE_18,MUE_19,MUE_20,MUE_21,MUE_22,MUE_23,MUE_24,MUE_25,MUE_26,MUE_27,MUE_28,MUE_29,MUE_30,MUE_31,MUE_32,MUE_33,MUE_34,MUE_35,MUE_36
FUE_1,0.5580253786156254,0.2836951556351032,0.38165480981342914,0.5532215099142823,0.5890410886636918,0.6106499111977806,0.3879979881756173,0.562569209163909,0.4755493273309935,0.6324346228578712,0.5288065485338239,0.43936928883664456,0.4099173196385795,0.5675158988123418,0.3807203607585588,0.5828887575024662,0.4300325677362032,0.4681914679348828,0.498944168754217,0.6765250034745114,0.5923326969720796,0.5683078589384339,0.4980837912773725,0.5292833140813039,0.5860512074364334,0.5872700405615464,0.5027191775437737,0.480611565810209,0.28545502007509754,0.5981913155641342,0.46043056009979083,0.5263430271186141,0.5961144933473956,0.6750911713127927,0.6899422103288405,0.4509397859607876
FUE_2,0.6735423381019097,0.39979976119858396,0.4977342670067953,0.6687841026565862,0.7041576382935247,0.7253387009197748,0.5040739524312035,0.678039532849842,0.5915100221283821,0.7465088103532572,0.6445523476846499,0.55539803167385,0.5259779190063674,0.6829313018499168,0.496800301923175,0.6981018020684261,0.546073149986192,0.5841695116881772,0.6148331637686718,0.7884542110655075,0.7073934654963777,0.6837140444236224,0.6139759480425899,0.6450262006454656,0.7012158724457244,0.7024153766355973,0.6185937514507852,0.5965590256180466,0.4015594444765739,0.7131450212611771,0.576424735163974,0.642103513624271,0.7111073354663286,0.7871161675333462,0.8008637672937807,0.566951048021869
FUE_3,0.48128618666202544,0.2068543953190975,0.30481837218967034,0.4764743887252478,0.5123717775680486,0.5340558644168527,0.31116215111301576,0.48583812799197124,0.39873333230988006,0.555949830901265,0.45202766480210915,0.36254157486526817,0.33308412483909466,0.49079437883196403,0.30388383992604484,0.5062025554727718,0.353202816426844,0.391372483663468,0.4221405385028709,0.6004320747413879,0.5156731646914411,0.4915879446621001,0.42127961540928394,0.45250493441262746,0.5093734699906012,0.5105956871957928,0.4259180363420828,0.40379785188096873,0.208614290890969,0.5215505822155805,0.3836087972923288,0.44956160197773126,0.5194668835283887,0.5989803857337391,0.6140392006428703,0.3741150809636073
FUE_4,0.5100484146873273,0.23635182751595155,0.3342843551878252,0.5052937331143541,0.5406326564132704,0.5617807857770573,0.3406237659335198,0.5145419805055658,0.42805078074037345,0.5829040188778545,0.48107627554884813,0.3919441334622106,0.362526524445457,0.5194294798072592,0.3333504281642501,0.5345842844929088,0.3826201820830759,0.42071163192853556,0.45136829955934066,0.6246898206034195,0.5438641746206846,0.5202115061945879,0.4505113316299869,0.4815499008420305,0.5376946108776645,0.5388926201541239,0.45512775719140974,0.43309874577179314,0.2381114965407764,0.5496074720883315,0.41296812184855675,0.4786285897344978,0.5475728032363897,0.6233587738796185,0.6370264977636984,0.40349577658213653
FUE_5,0.6613857667887764,0.38758846761225635,0.4855253252691745,0.6566232993730259,0.6920380750404174,0.7132584257332517,0.49186533727846427,0.6658872834546389,0.5793121748121709,0.734484538717374,0.6323745245394723,0.5431938299615414,0.5137707402441343,0.6707841382400046,0.48459131493354307,0.6859733407928991,0.5338678420274451,0.571970044931357,0.6026420047604701,0.7766213388741725,0.6952790400044994,0.6715677339660054,0.6017844942528386,0.6328486484496356,0.6890918739913747,0.6902931602820376,0.606403936795722,0.5843624134372111,0.3893481678355306,0.701040444686241,0.5642237622454428,0.6299243239753578,0.6989991605132188,0.7752748808178781,0.7891186703206161,0.5547484793084232
FUE_6,0.5249335182964789,0.2514470655568639,0.3493705362565767,0.520195042871935,0.5553763566829648,0.5763749915115601,0.3557086895075583,0.5294105412204443,0.44309426854741324,0.5972862220621331,0.4960428376272273,0.40701206775906074,0.3776059178201539,0.5342785837550276,0.3484367834765873,0.5493619311132585,0.39769237404067936,0.43576134840032177,0.4663860745735017,0.638357036758773,0.5585882890344844,0.535057347278868,0.46553023951846556,0.4965154231813371,0.5524552275363198,0.5536464386876601,0.47014036618709093,0.44813748376259255,0.2532066693170524,0.5642940715877154,0.42802363228244333,0.4936003960925886,0.5622731044534417,0.637057116665671,0.6503706727794247,0.4185574268225782
FUE_7,0.4927529623427173,0.21843508624350602,0.31639421446601756,0.4879500566908543,0.5237601911655074,0.5453598915262501,0.32273731975938064,0.49729580793992423,0.410286245244429,0.5671313841904648,0.46353895448338434,0.37410763218440346,0.34465632975435295,0.502241336695919,0.31545977553502025,0.5176099089864072,0.3647711589275163,0.40292874941595364,0.4336795830188445,0.6111745744380608,0.5270506135355608,0.5030331018824535,0.4328192718857346,0.46401565876886414,0.5207713320291679,0.5219897546561411,0.43745428916345647,0.4153482062995108,0.22019494689543265,0.532906952873933,0.3951681795386567,0.4610757419506841,0.5308309642932845,0.6097428851703426,0.6245690345343655,0.3856777632821132
FUE_8,0.5235744079986383,0.2502445441107655,0.3481612458629517,0.5188479749966602,0.5539124136956838,0.5748006853819765,0.35449845943646074,0.5280391441388663,0.44185309442722337,0.5955562260556997,0.4947443149176572,0.4057891456385159,0.3763915556535046,0.5328927432700228,0.34722762329122203,0.5479231156829683,0.3964726320665086,0.4345248234274967,0.46512571707830247,0.6361089522290692,0.5571098596168148,0.5336690854638848,0.46427072691604665,0.49521612622188593,0.551003803189721,0.5521899827815446,0.4688761562519181,0.44689276489312246,0.2520040990874368,0.5627879177765985,0.4267914327494619,0.49230577893529304,0.5607770730230728,0.634831365383351,0.6478919811872196,0.4173298117162275
FUE_9,0.7537540839362111,0.47987782363089687,0.5778180712424145,0.7489855037248873,0.7844598929414474,0.8057371292336503,0.5841585540168817,0.758261844412645,0.6716209166757375,0.8270444888035329,0.7247121555274149,0.6354934091965395,0.6060660275835318,0.7631660479699577,0.5768839956774644,0.7783822878574617,0.6261658263696005,0.6642764514403787,0.6949603933015986,0.8694603746495431,0.7877082917236586,0.7639508766192499,0.6941024575692362,0.7251866705017431,0.7815072758642021,0.7827111400284601,0.6987242646418882,0.6766729365622735,0.4816375482779386,0.7934839511587751,0.6565279968952229,0.7222599827394689,0.7914374582347128,0.8681016008579475,0.8820864315324244,0.6470504129952073
FUE_10,0.532607477231622,0.2585657669060501,0.3565131037258162,0.5278260644859997,0.5634257737101948,0.5848229576827491,0.3628545710814718,0.5371283494805129,0.450349417177781,0.6063022491846861,0.5035011706582999,0.4142027354474809,0.3847663754883008,0.5420479906288345,0.3555788917389874,0.5573210786351589,0.40487181598327837,0.4430000639801437,0.473709090829688,0.649314327783427,0.5666898271308664,0.5428354098609155,0.47285026460167173,0.5039765054236883,0.5604596501852055,0.5616689405170743,0.4774770236656163,0.4554051656914437,0.26032554262460406,0.5724955221140663,0.435247064202931,0.5010448637341574,0.5704380514853911,0.6479290598870422,0.6622183375323023,0.4257646654416961
