FUE 1,70.2501631309291,70.2497988438954,70.2437218014795,70.2323690521771,70.2281231896073,69.9104198143925,70.1327128125254,70.1129181554089,70.0148114116839,69.9433987655116,69.9901072185956,69.7188771558439,69.6226877855302,69.0410520010367,69.7235732322706,67.7764642168634,69.0263443091868,69.5762015351569,67.5403844132354,69.2856226874625,69.5619883599698,69.4006895943718,68.3888933384095,69.0828084823552,69.0435609975721,68.8400254755088,64.887130028703,56.419011318631,68.6784882247737,67.1105728340692,68.2281727415173,63.395234301774,67.7735691826869,67.1093042247349,51.6227797801876,63.8546063839918
FUE 2,58.7206535332889,58.7202905298139,58.7142348839318,58.7029220264506,58.6986910565126,58.3820618714237,58.6036115394748,58.5838846227986,58.4861091113351,58.4149329247725,58.4614871568869,58.1911299933572,58.0952373651492,57.5152627943076,58.1958114140661,56.2536048939296,57.5005943003244,58.0488921923282,56.0179838830997,57.7591618850915,58.0347218519519,57.873899530419,56.8647210395524,57.556907265079,57.5177650908198,57.3147607357726,53.3684857992002,44.9041961067785,57.1536277275577,55.5889462785036,56.7043630823819,51.877887595975,56.2507156379799,55.587679842291,40.1083894855457,52.3369064693341
FUE 3,57.8663054975286,57.8658066566766,57.8574872627198,57.8419569786611,57.8361525754536,57.4074969704141,57.7062619301336,57.6794417251058,57.5471462427881,57.4514921752208,57.5139955847001,57.1541206979033,57.028207943865,56.2838672323791,57.1602901124347,54.7465217897598,56.2653937646346,56.9676622989679,54.4692563016813,56.5934765849167,56.9491894084589,56.740792942822,55.4790464569386,56.3364028922966,56.2870202367419,56.0327258967172,51.4928807434146,42.7186626707656,55.832956634194,53.9708480977707,55.2848188856199,49.8947931231229,54.7431055827415,53.9693884211061,37.8897710284749,50.3828131366892
FUE 4,62.0794016550112,62.0790673859518,62.0734907632691,62.0630711468256,62.0591736956977,61.7666717131246,61.9715106605252,61.9533038308312,61.8629691427801,61.7971129581262,61.8401966678507,61.5895211613252,61.5003405837183,60.9581425847988,61.5938713628729,59.7639586973502,60.9443696194498,61.4571902664933,59.5390032400313,61.1867280264762,61.4439904531661,61.2939784281549,60.3447022200945,60.9972290839473,60.9604918294441,60.7696386811377,56.9778705224743,48.6056275550344,60.6177771358709,59.1280203633506,60.1927109574203,55.5182367270831,59.7612035980715,59.12680473053,43.8201620017779,55.9688037314175
FUE 5,72.4330888371537,72.4327251224379,72.4266576203724,72.4153226580849,72.4110834358371,72.0938589869019,72.315820579274,72.2960561248095,72.1980970600492,72.1267898349052,72.1734295318582,71.9025886147685,71.8065315246569,71.2256361751086,71.9072781579133,69.9623539140304,71.2109459526076,71.7601081613678,69.7264784990691,71.4699075373154,71.7459140801095,71.5848276858859,70.5741980487291,71.2673427361028,71.2281421856297,71.0248433820242,67.0748970673252,58.6084828702529,70.863486274164,69.297011692492,70.4136390331219,65.5835790352168,69.959461454084,69.2957440511425,53.812440435169,66.0427938681906
FUE 6,54.5910986207648,54.5908149987704,54.586082835156,54.5772385805731,54.5739295685442,54.3243302780209,54.4993840557644,54.483873474713,54.4067747954159,54.3504207817631,54.3873020396843,54.1719853544717,54.0949662944966,53.6222158282826,54.1757367889248,52.5564777112586,53.6101101345406,54.0576233225734,52.3523647251525,53.8224421177038,54.046190039354,53.9159302257225,53.0786849474972,53.6565453761879,53.6242802234187,53.4561318293019,49.9699442621562,41.7961988510646,53.3217174355897,51.9770118465804,52.9426992927654,48.5756118195134,52.5539838418051,51.9758970949709,37.0338828835891,49.0082105082803
FUE 7,62.1945425358096,62.1942208205961,62.1888534970562,62.1788242521699,62.1750725877663,61.8931598466918,62.0906555840023,62.0731150478785,61.9860467111826,61.9225308292758,61.9640873660513,61.7220959376762,61.6358898988657,61.1105576036109,61.7262995265167,59.9470328301837,61.0971870376502,61.5941577591815,59.7269874522913,61.3322805351118,61.5813890555004,61.4361884027221,60.5138897413872,61.1484953585649,61.1128380875262,60.9274549898064,57.2072221499156,48.8794111559051,60.7797820959707,59.3243566691383,60.3657096914153,55.7623797234715,59.9443393830674,59.3231646096472,44.0990253425225,56.2088938804671
FUE 8,64.9755963157021,64.9752638354887,64.969717035996,64.9593530405919,64.9554763603932,64.6644814794724,64.8682756479409,64.8501636798315,64.7602938483949,64.6947705437447,64.7376370488723,64.4881957765785,64.3994374719914,63.8596290829385,64.4925251581991,62.6697687622809,63.8459130341311,64.3564883954727,62.4455032944052,64.0872431738901,64.3433497458279,64.1940199808169,63.2485572346292,63.8985530754481,63.8619686014129,63.671888776064,59.8901571820867,51.5240768832703,63.5206188320444,62.0356925572702,63.0971030749351,58.4325809665869,62.667022330836,62.034480230008,46.7393124308025,58.8825847922671
FUE 9,66.8599681592779,66.859538130546,66.852365343463,66.8389704337801,66.833962431689,66.4616432969483,66.7216551620789,66.6984092784826,66.583467131088,66.5000766324514,66.5545933210959,66.2393558399792,66.1283091356988,65.4644436559346,66.2447870465161,64.0585902096307,65.4478147333053,66.0747775321915,63.8008082108402,65.7420671357946,66.0584275099392,65.8734329985754,64.7337457557059,65.5116949685117,65.4672811319141,65.2377826386328,60.9739172309035,52.3358140790586,65.0565919752746,63.3346346035275,64.5556076680363,59.4236542875231,64.0554211593033,63.3332643354487,47.5211315774927,59.898835689575
FUE 10,56.8015486428318,56.8011564048693,56.7946134567003,56.7823922095807,56.7778221612423,56.4368021103333,56.6752160769221,56.6539497041033,56.5486541750119,56.4721172135836,56.5221670712075,56.2320598473057,56.1294726893094,55.512202013987,56.2370721580918,54.1855014564204,55.4966571688911,56.079948249106,53.939779066819,55.7711423469397,56.064813040539,55.8932724474637,54.8256503561272,55.5563516486241,55.5148541205784,55.2999883551583,51.2084099588419,42.6621522273302,55.1298489587252,53.4937512955863,54.6572551050966,49.6898700505396,54.1824848399606,53.4924372445479,37.8573396080535,50.1564781846944
